-1,0.0024869441986083984
1,0.003836393356323242
2,0.0048100948333740234
3,0.005423307418823242
4,0.0016541481018066406
5,0.0018932819366455078
6,0.0020024776458740234
7,0.0018687248229980469
8,0.0013692378997802734
9,0.0031507015228271484
10,0.0027282238006591797
11,0.002349376678466797
12,0.0024781227111816406
13,0.0026123523712158203
14,0.0014524459838867188

-1,0.0035812854766845703
1,0.0029973983764648438
2,0.006730556488037109
3,0.00849461555480957
4,0.0046329498291015625
5,0.003098726272583008
6,0.007372140884399414
7,0.0033652782440185547
8,0.0030202865600585938
9,0.007251739501953125
10,0.004588127136230469
11,0.003998756408691406
12,0.0029985904693603516
13,0.00559544563293457
14,0.0029993057250976562

-1,0.01769256591796875
1,0.010983467102050781
2,0.007005214691162109
3,0.012222766876220703
4,0.014436960220336914
5,0.013904094696044922
6,0.011557817459106445
7,0.013239860534667969
8,0.013172149658203125
9,0.01345205307006836
10,0.014641761779785156
11,0.011071443557739258
12,0.01100015640258789
13,0.011562585830688477
14,0.017004013061523438

-1,0.06902170181274414
1,0.018413543701171875
2,0.015813827514648438
3,0.016374826431274414
4,0.02093791961669922
5,0.043215274810791016
6,0.05186796188354492
7,0.06436443328857422
8,0.06721830368041992
9,0.050499677658081055
10,0.0523836612701416
11,0.05120992660522461
12,0.053856611251831055
13,0.05999445915222168
14,0.06856703758239746

-1,0.2557868957519531
1,0.04099893569946289
2,0.035007476806640625
3,0.05400490760803223
4,0.06500697135925293
5,0.08970952033996582
6,0.21866726875305176
7,0.27277445793151855
8,0.2690870761871338
9,0.2950263023376465
10,0.24547576904296875
11,0.43925905227661133
12,0.29270243644714355
13,0.4516477584838867
14,0.3821725845336914

-1,2.0791189670562744
1,0.15362286567687988
2,0.15937137603759766
3,0.11923003196716309
4,0.13605523109436035
5,0.18064475059509277
6,0.3287951946258545
7,0.8361096382141113
8,1.2899973392486572
9,1.2943217754364014
10,1.4456443786621094
11,1.218813419342041
12,1.2056126594543457
13,1.143420696258545
14,1.2436468601226807

-1,5.278051853179932
1,0.2167978286743164
2,0.1803281307220459
3,0.20318269729614258
4,0.18623805046081543
5,0.21521377563476562
6,0.3561525344848633
7,0.8437490463256836
8,2.959686279296875
9,5.143651008605957
10,5.501485347747803
11,6.81938099861145
12,6.753567218780518
13,5.035542011260986
14,4.981427192687988

-1,22.883496284484863
1,0.5879344940185547
2,0.35228848457336426
3,0.38104701042175293
4,0.3830270767211914
5,0.4317748546600342
6,0.5883984565734863
7,1.0584783554077148
8,3.1667404174804688
9,11.834190607070923
10,21.76767921447754
11,22.856934547424316
12,21.667107820510864
13,21.88349986076355
14,22.139623403549194

-1,108.77609348297119
1,3.0468828678131104
2,0.6900677680969238
3,0.6711864471435547
4,0.6679737567901611
5,0.7049136161804199
6,0.8506128787994385
7,1.2110240459442139
8,2.9404077529907227
9,10.246530532836914
10,41.93822693824768
11,107.89031887054443
12,86.70464491844177
13,98.74301719665527
14,97.51620674133301


